0 0 1
0.01 -2.75546e-18 1
0.02 -5.51091e-18 1
0.03 -8.26637e-18 1
0.04 -1.10218e-17 1
0.05 -1.37773e-17 1
0.06 -1.65327e-17 1
0.07 -1.92882e-17 1
0.08 -2.20436e-17 1
0.09 -2.47991e-17 1
0.1 -2.75546e-17 1
0.11 -3.031e-17 1
0.12 -3.30655e-17 1
0.13 -3.58209e-17 1
0.14 -3.85764e-17 1
0.15 -4.13318e-17 1
0.16 -4.40873e-17 1
0.17 -4.68427e-17 1
0.18 -4.95982e-17 1
0.19 -5.23537e-17 1
0.2 -5.51091e-17 1
0.21 -5.78646e-17 1
0.22 -6.062e-17 1
0.23 -6.33755e-17 1
0.24 -6.61309e-17 1
0.25 -6.88864e-17 1
0.26 -7.16418e-17 1
0.27 -7.43973e-17 1
0.28 -7.71527e-17 1
0.29 -7.99082e-17 1
0.3 -8.26637e-17 1
0.31 -8.54191e-17 1
0.32 -8.81746e-17 1
0.33 -9.093e-17 1
0.34 -9.36855e-17 1
0.35 -9.64409e-17 1
0.36 -9.91964e-17 1
0.37 -1.01952e-16 1
0.38 -1.04707e-16 1
0.39 -1.07463e-16 1
0.4 -1.10218e-16 1
0.41 -1.12974e-16 1
0.42 -1.15729e-16 1
0.43 -1.18485e-16 1
0.44 -1.2124e-16 1
0.45 -1.23995e-16 1
0.46 -1.26751e-16 1
0.47 -1.29506e-16 1
0.48 -1.32262e-16 1
0.49 -1.35017e-16 1
0.5 -1.37773e-16 1
0.51 -1.40528e-16 1
0.52 -1.43284e-16 1
0.53 -1.46039e-16 1
0.54 -1.48795e-16 1
0.55 -1.5155e-16 1
0.56 -1.54305e-16 1
0.57 -1.57061e-16 1
0.58 -1.59816e-16 1
0.59 -1.62572e-16 1
0.6 -1.65327e-16 1
0.61 -1.68083e-16 1
0.62 -1.70838e-16 1
0.63 -1.73594e-16 1
0.64 -1.76349e-16 1
0.65 -1.79105e-16 1
0.66 -1.8186e-16 1
0.67 -1.84616e-16 1
0.68 -1.87371e-16 1
0.69 -1.90126e-16 1
0.7 -1.92882e-16 1
0.71 -1.95637e-16 1
0.72 -1.98393e-16 1
0.73 -2.01148e-16 1
0.74 -2.03904e-16 1
0.75 -2.06659e-16 1
0.76 -2.09415e-16 1
0.77 -2.1217e-16 1
0.78 -2.14926e-16 1
0.79 -2.17681e-16 1
0.8 -2.20436e-16 1
0.81 -2.23192e-16 1
0.82 -2.25947e-16 1
0.83 -2.28703e-16 1
0.84 -2.31458e-16 1
0.85 -2.34214e-16 1
0.86 -2.36969e-16 1
0.87 -2.39725e-16 1
0.88 -2.4248e-16 1
0.89 -2.45236e-16 1
0.9 -2.47991e-16 1
0.91 -2.50746e-16 1
0.92 -2.53502e-16 1
0.93 -2.56257e-16 1
0.94 -2.59013e-16 1
0.95 -2.61768e-16 1
0.96 -2.64524e-16 1
0.97 -2.67279e-16 1
0.98 -2.70035e-16 1
0.99 -2.7279e-16 1
1 -2.75546e-16 1
1.01 -2.78301e-16 1
1.02 -2.81056e-16 1
1.03 -2.83812e-16 1
1.04 -2.86567e-16 1
1.05 -2.89323e-16 1
1.06 -2.92078e-16 1
1.07 -2.94834e-16 1
1.08 -2.97589e-16 1
1.09 -3.00345e-16 1
1.1 -3.031e-16 1
1.11 -3.05856e-16 1
1.12 -3.08611e-16 1
1.13 -3.11366e-16 1
1.14 -3.14122e-16 1
1.15 -3.16877e-16 1
1.16 -3.19633e-16 1
1.17 -3.22388e-16 1
1.18 -3.25144e-16 1
1.19 -3.27899e-16 1
1.2 -3.30655e-16 1
1.21 -3.3341e-16 1
1.22 -3.36166e-16 1
1.23 -3.38921e-16 1
1.24 -3.41676e-16 1
1.25 -3.44432e-16 1
1.26 -3.47187e-16 1
1.27 -3.49943e-16 1
1.28 -3.52698e-16 1
1.29 -3.55454e-16 1
1.3 -3.58209e-16 1
1.31 -3.60965e-16 1
1.32 -3.6372e-16 1
1.33 -3.66476e-16 1
1.34 -3.69231e-16 1
1.35 -3.71986e-16 1
1.36 -3.74742e-16 1
1.37 -3.77497e-16 1
1.38 -3.80253e-16 1
1.39 -3.83008e-16 1
1.4 -3.85764e-16 1
1.41 -3.88519e-16 1
1.42 -3.91275e-16 1
1.43 -3.9403e-16 1
1.44 -3.96786e-16 1
1.45 -3.99541e-16 1
1.46 -4.02296e-16 1
1.47 -4.05052e-16 1
1.48 -4.07807e-16 1
1.49 -4.10563e-16 1

0 0 2
0.01 -0.0105359 2
0.02 -0.0209304 2
0.03 -0.0311834 2
0.04 -0.041295 2
0.05 -0.0512652 2
0.06 -0.061094 2
0.07 -0.0707814 2
0.08 -0.0803273 2
0.09 -0.0897319 2
0.1 -0.0989949 2
0.11 -0.108117 2
0.12 -0.117097 2
0.13 -0.125936 2
0.14 -0.134633 2
0.15 -0.143189 2
0.16 -0.151604 2
0.17 -0.159877 2
0.18 -0.168009 2
0.19 -0.175999 2
0.2 -0.183848 2
0.21 -0.191555 2
0.22 -0.199121 2
0.23 -0.206546 2
0.24 -0.213829 2
0.25 -0.220971 2
0.26 -0.227971 2
0.27 -0.23483 2
0.28 -0.241548 2
0.29 -0.248124 2
0.3 -0.254558 2
0.31 -0.260852 2
0.32 -0.267004 2
0.33 -0.273014 2
0.34 -0.278883 2
0.35 -0.28461 2
0.36 -0.290197 2
0.37 -0.295641 2
0.38 -0.300945 2
0.39 -0.306107 2
0.4 -0.311127 2
0.41 -0.316006 2
0.42 -0.320744 2
0.43 -0.32534 2
0.44 -0.329795 2
0.45 -0.334108 2
0.46 -0.33828 2
0.47 -0.34231 2
0.48 -0.346199 2
0.49 -0.349947 2
0.5 -0.353553 2
0.51 -0.357018 2
0.52 -0.360342 2
0.53 -0.363524 2
0.54 -0.366564 2
0.55 -0.369463 2
0.56 -0.372221 2
0.57 -0.374837 2
0.58 -0.377312 2
0.59 -0.379646 2
0.6 -0.381838 2
0.61 -0.383888 2
0.62 -0.385797 2
0.63 -0.387565 2
0.64 -0.389192 2
0.65 -0.390676 2
0.66 -0.39202 2
0.67 -0.393222 2
0.68 -0.394283 2
0.69 -0.395202 2
0.7 -0.39598 2
0.71 -0.396616 2
0.72 -0.397111 2
0.73 -0.397465 2
0.74 -0.397677 2
0.75 -0.397748 2
0.76 -0.397677 2
0.77 -0.397465 2
0.78 -0.397111 2
0.79 -0.396616 2
0.8 -0.39598 2
0.81 -0.395202 2
0.82 -0.394283 2
0.83 -0.393222 2
0.84 -0.39202 2
0.85 -0.390676 2
0.86 -0.389192 2
0.87 -0.387565 2
0.88 -0.385797 2
0.89 -0.383888 2
0.9 -0.381838 2
0.91 -0.379646 2
0.92 -0.377312 2
0.93 -0.374837 2
0.94 -0.372221 2
0.95 -0.369463 2
0.96 -0.366564 2
0.97 -0.363524 2
0.98 -0.360342 2
0.99 -0.357018 2
1 -0.353553 2
1.01 -0.349947 2
1.02 -0.346199 2
1.03 -0.34231 2
1.04 -0.33828 2
1.05 -0.334108 2
1.06 -0.329795 2
1.07 -0.32534 2
1.08 -0.320744 2
1.09 -0.316006 2
1.1 -0.311127 2
1.11 -0.306107 2
1.12 -0.300945 2
1.13 -0.295641 2
1.14 -0.290197 2
1.15 -0.28461 2
1.16 -0.278883 2
1.17 -0.273014 2
1.18 -0.267004 2
1.19 -0.260852 2
1.2 -0.254558 2
1.21 -0.248124 2
1.22 -0.241548 2
1.23 -0.23483 2
1.24 -0.227971 2
1.25 -0.220971 2
1.26 -0.213829 2
1.27 -0.206546 2
1.28 -0.199121 2
1.29 -0.191555 2
1.3 -0.183848 2
1.31 -0.175999 2
1.32 -0.168009 2
1.33 -0.159877 2
1.34 -0.151604 2
1.35 -0.143189 2
1.36 -0.134633 2
1.37 -0.125936 2
1.38 -0.117097 2
1.39 -0.108117 2
1.4 -0.0989949 2
1.41 -0.0897319 2
1.42 -0.0803273 2
1.43 -0.0707814 2
1.44 -0.061094 2
1.45 -0.0512652 2
1.46 -0.041295 2
1.47 -0.0311834 2
1.48 -0.0209304 2
1.49 -0.0105359 2

0 0 3
0.01 0.029204 3
0.02 0.056832 3
0.03 0.082908 3
0.04 0.107456 3
0.05 0.1305 3
0.06 0.152064 3
0.07 0.172172 3
0.08 0.190848 3
0.09 0.208116 3
0.1 0.224 3
0.11 0.238524 3
0.12 0.251712 3
0.13 0.263588 3
0.14 0.274176 3
0.15 0.2835 3
0.16 0.291584 3
